trip_id,pickup_datetime,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,distance_km,weather_condition,temperature_c,precipitation_mm,traffic_level,passenger_count,duration_min
T100022,2024-03-07 19:30:46,40.76080466040041,-74.2102635057965,40.81924696777194,-74.21804333711262,6.531410045799624,clear,18.00360866019698,0.04835843030042513,severe,3,30.64216323134829
T100023,2024-12-05 04:41:17,40.557827346349875,-74.30581651744411,40.54486027608498,-74.31416764236867,1.605251143207299,rain,20.137629101685302,1.1602498471279026,medium,2,7.175669771091792
T100024,2024-10-13 01:16:31,40.4926057245715,-73.71070154324441,40.462698590463575,-73.73548003532105,3.9308362990990995,cloudy,20.116545123013886,0.1093924397032253,low,1,4.122846380902052
T100025,2024-08-23 15:42:01,41.07007853392185,-73.77489964372819,41.06365800679309,-73.79647557242384,1.9446063007059913,clear,22.257035328679272,0.09060763641797955,medium,4,4.792220002215653
T100026,2024-05-27 06:48:03,40.859068776781406,-74.19559065367233,40.814385656059734,-74.12544561062091,7.714245220624452,fog,22.654080395401643,0.03279613125724536,severe,4,39.666697984871234
T100027,2024-10-28 03:07:27,40.96646903850137,-74.44566567040545,40.9650509322672,-74.44070331553917,0.44549697604772853,cloudy,32.444868324577186,0.1352345331315338,high,3,2.0
T100028,2024-07-18 15:02:25,40.88787937033517,-74.33125924002753,40.84057306101092,-74.2067861693828,11.714660894912967,clear,32.321429435651154,0.06705644981164378,medium,2,32.85631228774138
T100029,2024-06-11 06:56:34,40.9806315656346,-73.87012363867382,41.08699265255923,-73.89043984401891,11.948946587835044,clear,22.002386361127805,0.014458077825801819,medium,3,32.47575213926747
T100030,2024-06-13 20:49:45,40.51374357382424,-74.4096271935882,40.52013941206462,-74.33432319826395,6.405196515564391,rain,27.170738483061196,0.0525064184622474,severe,2,34.034505808961136
T100031,2024-03-24 04:03:40,40.74786515718293,-73.96353449915759,40.720973716011514,-73.87558699246155,7.990766791466194,fog,8.1532043949911,0.04368348594022301,low,2,16.34917181009476
T100032,2024-02-03 17:19:13,40.8669873393516,-73.88707098782446,40.90228042200429,-73.89121909755212,3.9398745320458497,clear,24.90932157337229,0.25097720766892495,high,1,13.940914681085626
T100033,2024-07-21 23:27:48,40.47237292992665,-73.81224639153211,40.410770067570155,-73.78988543203542,7.106505906637816,clear,35.390104364089346,0.7579675179877702,medium,1,15.76152392405796
T100034,2024-11-20 23:12:34,40.50496986452988,-74.37464425498442,40.46939183714781,-74.33050236755913,5.439337514467598,clear,-4.733950754459876,0.0499211939667967,medium,1,16.061485239908592
T100035,2024-01-24 08:34:10,40.843787815975666,-74.04029411914021,40.86497737977536,-74.06813940825062,3.3220737984243565,clear,26.807192337633545,0.19417408214504828,severe,2,17.70297031352769
T100036,2024-11-10 03:12:59,41.008094062977676,-74.03660337807703,41.01486299561322,-73.95341769871209,7.0201813294435995,clear,27.93868336995419,0.043367114092895925,medium,4,21.043876877909575
T100037,2024-10-29 21:53:54,40.86229132525912,-73.66471740303196,40.914729292279695,-73.70528489947557,6.754843725864932,storm,19.339873775162626,2.0747292404611777,severe,3,44.659644498949696
T100038,2024-04-11 07:03:09,40.42534336941925,-74.03128299029765,40.288863974612575,-74.05731593093924,15.3352919149003,clear,26.26733882543978,0.11176029284549299,severe,1,69.4383780415275
T100039,2024-08-19 04:31:46,41.07930304196323,-74.09320423959004,41.12020937061857,-74.11868708771091,5.024833859271432,clear,17.238634410578133,0.029685134553429006,low,2,13.264899995718844
T100040,2024-03-01 11:22:10,40.49765483063437,-74.3765395509494,40.47048661785827,-74.36527685292558,3.16757738752179,fog,34.67113592253093,0.04600403829080446,severe,1,18.35575796211573
T100041,2024-10-04 11:01:48,40.56279356348674,-73.8055356488792,40.504280814689174,-73.78914394613922,6.652158178184566,clear,28.48244404109088,0.06261776178159158,medium,4,19.33835257357813
T100042,2024-09-13 09:22:55,41.08247709733331,-73.88021051865341,40.996319836900796,-73.91203091035129,9.94502413610468,clear,23.42719902213963,0.05974852536433626,severe,3,48.418127542297924
T100043,2024-05-09 18:09:00,40.939723097657364,-73.78305014961916,40.91193944927637,-73.7887078494068,-5.0,cloudy,9.861732102984556,0.01143099038217728,high,3,10.860941127662825
T100044,2024-01-25 20:36:29,41.05560367626496,-73.84371674503282,41.135102607280295,-73.89944136504559,9.997443932667608,clear,14.909757603735247,0.1395685100318846,high,1,32.07799595846701
T100045,2024-12-21 06:35:42,40.96463378496562,-73.62471617228314,41.01308928276761,-73.56648926269105,7.274305768190101,clear,2.763670305637742,0.01818384847664612,medium,1,20.45788663743071
T100046,2024-06-12 02:54:41,40.85621413250224,-73.62265389372698,40.93793250918929,-73.58790396120962,9.544547220194094,clear,20.215283404648144,0.40233932319136356,medium,4,25.869661228764077
T100047,2024-11-22 21:09:39,40.5991870992041,-74.19231674231213,40.59349570928148,-74.20968039082416,1.5968049060504015,cloudy,23.067651336472867,0.0939390045302933,medium,3,4.9120654986573795
T100048,2024-09-05 02:49:45,40.62881700918967,-74.31758794091304,40.63415624136368,-74.32719866892636,1.0051039287637291,clear,18.254460296731796,0.018178673063128065,low,4,7.063637340430809
T100049,2024-10-11 21:18:27,41.06308975113106,-73.57352249870245,40.98412578055379,-73.60667902735948,9.21042939906974,rain,18.04232077893916,0.2626151158995174,low,1,21.735479453342315
T100050,2024-10-05 02:56:38,41.002437931308954,-73.78696009441707,40.92346482491612,-73.83342387452711,9.609071427699567,clear,17.261043636529557,0.07868287123252049,high,4,32.35017150717147
T100051,2024-03-12 05:42:11,40.65164331390963,-73.52902259978518,40.6443157919367,-73.58306381083403,4.631499733154853,fog,13.547940887168558,0.0788919072632187,medium,2,11.22749269218842
T100052,2024-05-13 04:32:40,40.66128719233449,-74.00304429639925,40.59247804595377,-74.04933784880225,8.590973788704021,rain,18.23418458720158,1.7872665361020843,high,4,37.65170259576637
T100053,2024-06-19 19:40:10,40.60838607319312,-73.53775664340709,40.565525552824255,-73.48983137420763,6.252327441076422,clear,22.544788159481804,0.02680334666180724,high,3,18.887686541414794
T100054,2024-07-01 04:35:33,40.628291099837504,-74.37728120609661,40.630454559593886,-74.32549336851397,4.3769919482847985,rain,6.790283523152592,9.588487172425273,low,1,9.683181879126996
T100055,2024-01-17 00:46:17,41.00246722640215,-73.90963543798684,41.06608426011709,-73.97810803217907,9.111779764438579,clear,32.56607458097618,0.028790252243359328,medium,4,24.227945058572875
T100056,2024-07-19 01:03:26,40.40735479961289,-74.00326469453377,40.407846984580964,-73.96833124051534,2.9583090598255426,clear,17.26900161710719,0.11904589352120239,high,1,11.087662755168983
T100057,2024-02-26 11:16:34,40.70523683477667,-74.49735507851467,40.63722092829714,-74.55840395626444,9.149222503022107,clear,15.008616523372819,0.07962218302660251,high,4,31.513751799575058
T100058,2024-09-29 01:48:05,41.059987774969535,-74.30710128532105,40.968897660996824,-74.26887492136736,10.624414645190935,rain,27.472348000114863,7.417311485945089,low,1,29.04057212006471
T100059,2024-09-06 23:53:26,40.77984544862797,-74.34652784877666,40.78584088571795,-74.34232447192124,0.7547769845772553,clear,29.56446966958748,0.10249280344939415,high,3,4.7847029552806575
T100060,2024-12-03 15:28:08,40.71531205310073,-74.43919071153844,40.683857902592074,-74.46523066543809,4.129370596317849,clear,34.681790492574905,0.06163139897834448,high,1,15.543627950369281
T100061,2024-09-29 13:58:42,40.61865886328971,-73.55185092442196,40.62446666173715,-73.52955798217425,1.9892657549295314,rain,31.437047066722318,9.385063642124162,low,3,6.209115856096346
T100062,2024-05-14 04:34:58,40.45173884090333,-73.53463281522885,40.44153020072001,-73.46720193061209,5.817852424279967,fog,9.793538407531901,0.25715320263343977,high,1,20.14849007345041
T100063,2024-12-20 02:35:21,40.55714053461926,-73.60825000339328,40.553618346305726,-73.70198525402608,7.928755499565477,rain,23.646268150073308,2.554070905482875,low,4,23.82276074583553
T100064,2024-05-30 08:54:09,40.463320886955806,-73.51111912852608,40.523399797714795,-73.45422139120456,8.232734836785404,fog,28.009357182794886,0.02888151647176402,high,4,32.91353592280538
T100065,2024-04-29 06:02:40,40.4886896008008,-73.66933578263232,40.541371150159335,-73.70910288328075,6.753974060290097,clear,27.09398460652778,0.09007816536371083,medium,1,21.449222805983347
T100066,2024-11-27 10:12:39,40.51446158088839,-73.56781892989831,40.532903869829646,-73.4966366288283,6.356450482755292,clear,8.490450225414747,0.21598593248249434,medium,3,17.842928482303513
T100067,2024-05-15 14:06:42,40.61142060245899,-74.30236887046642,40.566661048419284,-74.25904050084962,6.177125815031556,clear,14.339227168014867,0.019466725925531468,medium,4,15.955519043146804
T100068,2024-01-28 22:35:50,40.40771167599687,-74.24311614065932,40.38014932145031,-74.29918246994781,5.651302587871453,cloudy,14.958862188536802,0.14303055844362994,low,3,12.185295104169866
T100069,2024-06-20 20:34:13,41.06510071991527,-73.63793390080286,41.103263146359026,-73.66703660830004,4.894546955335024,fog,26.701023724891247,0.2818231810918369,low,1,12.08021602114555
T100070,2024-10-18 05:14:22,40.48667336487388,-74.02053627103739,40.55174334911772,-73.99651711113586,7.514915449152158,fog,16.576523323697323,0.17342998147767125,medium,4,24.119194892477104
T100071,2024-03-10 08:18:47,40.66820421065171,-73.78302757271655,40.604518126254135,-73.73568307120111,8.130714854506138,cloudy,25.026501451626984,0.15063571945531834,medium,3,22.313272388741243
T100072,2024-06-18 10:27:44,41.01566929180035,-73.93809090803508,41.09204567037366,-73.91428581840033,8.724089272623146,rain,19.0188401561354,0.021701778713271443,severe,2,49.89610141654926
T100073,2024-02-17 13:13:42,40.47459757913353,-74.19436125989762,40.43561030394226,-74.17485797070952,4.638632318118657,rain,26.809934101036053,6.882786127177123,medium,3,14.828214239438328
T100074,2024-09-08 06:00:47,40.738522976227884,-74.21516515220794,40.77196241230757,-74.24710548289106,4.589525726861413,clear,22.561573626889192,0.10547114578417707,low,1,8.355841509249327
T100075,2024-06-23 02:35:02,40.991348518278976,-73.7518203984059,41.131401453869195,-73.75013030257297,15.573820551951089,cloudy,23.52271796663209,0.030618909219999175,high,4,54.13666573086819
T100076,2024-04-30 20:26:20,40.7898738368239,-73.96790488697071,40.710388516535524,-73.97157320554433,8.843764527522794,rain,5.716100723688722,0.02406558475372507,high,3,36.02925337379705
T100077,2024-03-24 01:10:04,40.54724051679593,-74.1406143193772,40.57250072184496,-74.21567269143318,6.935033189740325,clear,13.671453628376712,0.09570682502070164,severe,4,33.867982641782795
T100078,2024-07-25 14:33:27,40.91485667198881,-73.88296030147603,40.899159163212204,-73.86618465569825,2.2437095542917347,clear,26.38951993570602,0.0015486984522569492,medium,2,6.484714979340485
T100079,2024-09-02 03:38:05,40.876938744007255,-74.08006241540961,40.89930087649784,-74.09841276334727,2.92617176265994,rain,18.411100598956885,3.554700607493855,medium,1,6.639972390831022
T100080,2024-12-10 03:37:59,40.653530134582844,-74.02492515675257,40.62258147398134,-73.956129299266,6.74833059699323,rain,12.23788068473668,0.1953821794961021,high,1,27.167758596042518
T100081,2024-06-08 23:56:06,40.43240661310696,-73.82209029865193,40.30843340714339,-73.76360280170195,14.648618020190424,rain,9.107034086561317,0.01214649448260545,medium,4,46.95746874319457
T100082,2024-02-28 19:28:55,40.405505282927265,-74.04203479802935,40.36781457747581,-74.03282160644085,4.263039787492587,clear,6.636187003388969,0.23150985968108628,severe,3,21.8108347862332
T100083,2024-10-31 18:13:53,40.97777501818902,-73.55005938714226,40.995125199598974,-73.49484890276415,5.0197519144319696,clear,24.17970561793122,0.39935637783577466,high,3,17.037434009248173
T100084,2024-08-18 11:50:20,40.62509015309135,-74.0148073666878,40.69255092163411,-73.98404490953502,7.937438354057412,clear,36.61649723363248,0.009153698640625419,medium,4,22.224598089240544
T100085,2024-09-13 07:07:01,40.49643892902413,-73.53817717947756,40.51671589156914,-73.53929593331843,2.2566784236903388,clear,6.797314614124922,0.022360042380700787,severe,1,10.659669144177947
T100086,2024-02-05 14:02:13,40.76298585831409,-73.65231184532256,40.83662372302488,-73.72309922868997,10.126664111434108,clear,23.828803952170052,0.06457143202107725,high,1,33.65715860399806
T100087,2024-04-24 07:49:24,41.044583307007564,-73.60907263818267,41.01991145870749,-73.61705030697797,2.823814664507296,clear,18.1283309301099,0.19698607300290255,medium,3,10.119286280617487
T100088,2024-10-08 00:43:41,40.40593660516568,-73.73672467022959,40.37719739311063,-73.75341364746994,3.494262231756465,rain,19.387680482854417,16.919449053517628,low,3,7.00331293497741
T100089,2024-10-31 14:33:22,40.43930047847349,-73.89547435903594,40.45645434690095,-73.90100467849517,1.963990522012492,cloudy,22.320143077907446,0.12066842539941869,low,3,2.7285322706972117
T100090,2024-06-08 06:56:09,40.69193145280955,-73.96733233912553,40.67318115831053,-73.97877419652184,2.2973509386112028,clear,8.32480306126051,0.04493685363267094,low,3,3.3938839567258094
T100091,2024-10-21 13:02:12,40.873176134728546,-73.94834487906508,40.929301375051395,-73.8931751364604,7.774813429039784,clear,21.176701304715372,0.3366116194285447,medium,2,20.40122412036097
T100092,2024-11-04 01:24:26,40.733270321136935,-74.29854525872356,40.662990902162676,-74.23784727006772,9.340969534073801,clear,34.63877611865439,0.06307171658957299,high,2,34.71941744204941
T100093,2024-05-21 19:36:13,41.028283906925786,-74.28560512711036,41.07141884444912,-74.31001189594238,5.214801040088672,clear,22.818060823261398,0.06518204984777147,medium,4,15.230597440469287
T100094,2024-11-24 16:47:12,40.430859188876234,-74.46583817175525,40.49126056317333,-74.53206419339479,8.746499743480173,rain,21.601226233013847,2.91029207347599,low,2,21.866936005745657
T100095,2024-04-15 12:40:09,40.63809860875062,-73.75443969752142,40.656353012034984,-73.80297503324756,4.570282299584083,clear,21.730589482846668,0.01160116874442237,low,1,8.683199374200564
T100096,2024-03-28 16:16:17,40.645943522572104,-74.37513649403667,40.69157974681944,-74.31305234737482,7.291666486478074,clear,19.265472076796136,0.023388872565620368,low,4,16.265606944440666
T100097,2024-09-06 19:01:44,40.63808905819044,-73.9178508686731,40.60562947759426,-73.87000167459436,-5.0,rain,26.979362518335098,10.843066860138025,high,3,16.95176307000542
T100098,2024-08-21 01:18:18,40.74138013848637,-74.36207690154345,40.699809371354554,-74.41905649013451,6.665259295369218,clear,30.09611407559587,0.009377534977481986,low,2,16.23861607042824
T100099,2024-02-21 03:35:00,40.95340393163623,-74.43345326854642,40.97101392386642,-74.50679458190876,6.4621389910105735,clear,18.39825034386426,0.1084164701965777,low,3,13.329188657172596
T100100,2024-10-31 18:44:44,40.62251783148197,-73.96640563145228,40.586406602198345,-73.99596824649547,4.72778352171397,cloudy,9.084749943863477,0.03624368058742648,severe,3,21.38246208725674
T100101,2024-03-14 03:59:25,40.92113824464254,-73.62690410721079,40.93616381121277,-73.53711351473135,7.7261784222559555,fog,28.406593015028932,0.0009331276171003129,high,3,30.984771945734714
T100102,2024-10-21 14:13:13,40.50252582989535,-74.1439855648966,40.517605749223456,-74.12302471540328,2.4396370476071105,storm,19.69008915181447,1.4822159671408843,high,2,11.82999620019604
T100103,2024-01-03 16:40:12,40.79250739894376,-73.58077249118735,40.78913703929778,-73.59259106628444,1.0631954018117347,cloudy,18.80633392917212,0.050641321465871185,high,1,4.347962430054469
T100104,2024-10-18 15:27:07,40.66256161796588,-74.48969286182945,40.67667654846691,-74.49597643446864,1.6565643778344947,clear,28.22922677713305,0.05927298553241124,high,3,5.951595076628702
T100105,2024-10-15 00:19:50,40.7774475616069,-74.03426099162694,40.80918228762929,-74.12832730166204,8.669393080228101,clear,19.00544209476046,0.1350783982599457,low,4,19.953200489803248
T100106,2024-10-12 14:42:25,40.475424825260575,-74.35323555891475,40.470423510355815,-74.36783068693443,1.3540378775630475,clear,29.58457527370704,0.2361566823634701,medium,4,2.502449901059313
T100107,2024-08-31 08:02:19,41.067423992732635,-74.18421951133183,41.04358062606014,-74.12221083230168,5.8363257530943935,rain,30.92120157462852,1.6385419460884687,medium,1,18.11749625265016
T100108,2024-06-21 14:14:16,41.034349881761244,-74.47626827180027,41.075482899451345,-74.49598648877797,4.8634478168144915,rain,29.550307983206036,6.312528982625384,medium,1,13.680540438360506
T100109,2024-09-15 02:09:39,40.97847741300344,-74.464652512798,40.992141156425134,-74.4768588057723,1.8325263153139855,fog,24.19279783152014,0.02230866134623276,medium,4,3.791862670882141
T100110,2024-04-11 10:13:54,41.024947976371635,-73.78718631298905,41.04750176366326,-73.7707307272126,2.862572956317649,cloudy,20.78700330342585,0.009777953417346606,low,2,8.688466097915766
T100111,2024-10-12 17:54:38,40.50268150912704,-73.84545992246814,40.53181045467839,-73.90166363391495,5.750037692345229,cloudy,17.390774407432623,0.043895091145558965,severe,2,30.047856408743126
T100112,2024-07-22 08:47:37,40.75260524111376,-74.29166454868883,40.76003272175145,-74.27501727179101,1.6273425905924483,clear,12.41200082951427,0.07811113195590688,medium,1,2.520727195781655
T100113,2024-06-16 23:06:30,40.622536411129566,-73.59885102254198,40.605326529734626,-73.64024005434774,3.98340309805404,cloudy,31.06978068320362,0.14247020469161661,low,1,7.789361089999772
T100114,2024-07-04 01:14:12,41.02117015891291,-73.81202306396801,40.9903282094751,-73.83698771032105,4.0186611734533875,cloudy,21.123440357817188,0.023850804876914235,medium,2,8.73184799094717
T100115,2024-07-27 03:48:47,40.53260637774962,-74.16382689976828,40.52818390578697,-74.18273886395315,1.6722822213890107,clear,16.289891723649784,0.024683945682396076,low,2,3.2542179298260137
T100116,2024-01-14 15:18:41,40.55396174859938,-74.09234682128789,40.578049349190955,-74.11122449577934,3.1171574254320786,rain,25.24206836428434,0.41688824204057395,severe,3,18.84994229455045
T100117,2024-02-21 03:58:28,40.880700119448505,-74.20744420306848,40.907120668538454,-74.20233723519549,2.9690267255101537,cloudy,32.19602638007405,0.10912942199210279,severe,1,12.93985697151628
T100118,2024-03-30 20:18:08,40.462229761361364,-73.6694017882961,40.46942490503808,-73.67308268050242,0.8585250736186872,clear,21.8718518780177,0.13826535448511312,low,2,2.0
T100119,2024-02-11 22:01:48,40.912657023841646,-74.00604006570207,40.930266603169244,-74.01513744814557,2.1019957146251493,clear,28.738976431143417,0.021109015725077063,high,1,4.8130659143394645
T100120,2024-06-09 21:33:29,40.58768910181988,-74.36469241194474,40.532457164232476,-74.35859781354459,6.163054246479531,fog,29.6611590348919,0.24842201062833721,high,3,21.361091459696507
T100121,2024-09-01 15:14:25,40.862654755687004,-74.2982862543822,40.839434065764046,-74.34367320632737,4.608672262656076,clear,21.387315148238738,0.25329440694907107,medium,3,17.257199550657475
T100122,2024-08-27 12:29:31,41.011126450452466,-74.20342092661231,41.044671686252435,-74.3113075780732,9.788557038006482,cloudy,18.325433010438836,0.42527875408830457,low,2,22.407332231745002
T100123,2024-06-21 10:06:04,40.826727961264496,-74.09684682537232,40.78505549498913,-74.09727803828609,4.633908962482907,clear,28.065810288824373,0.7097271859122192,high,2,15.66256545430528
T100124,2024-11-08 23:00:30,40.548878613300275,-73.9073600982408,40.55594249409423,-73.94173748835226,3.0087845271051252,cloudy,22.806584751851556,0.03794054422251969,medium,2,7.129366231290024
T100125,2024-07-25 21:01:28,40.43441586787745,-73.53583501984296,40.43699416347757,-73.51310341993741,1.9451164227703346,clear,22.60371728645707,0.001903069393583967,medium,1,6.250982223376386
T100126,2024-01-29 23:40:07,40.43122978018655,-74.2380713562276,40.42553642058223,-74.26566871375987,2.420202557329997,clear,19.906414926391314,0.13293579146232462,low,2,7.86203024364994
T100127,2024-10-06 23:44:13,40.462168317409805,-74.17159643429243,40.496107974093384,-74.26648987054367,8.869039596285226,clear,22.46750902129293,0.05021099196998671,low,4,21.441162961718987
T100128,2024-07-29 07:16:56,40.8058725387288,-74.47604799950368,40.817231975924074,-74.48204093728955,1.3600853668559945,clear,16.705145468913873,0.1387409228963856,high,2,4.537035799338905
T100129,2024-08-20 07:21:18,40.64375249782846,-74.12744804495132,40.58387911976347,-74.0748707266459,8.001249125154374,rain,16.653149439113008,3.608339015316711,medium,4,23.312233137307675
T100130,2024-07-25 22:13:47,40.57017488417713,-73.8249225337653,40.59598273734489,-73.80928046997307,3.159129085517888,rain,37.90778158156604,5.9693597739288675,medium,3,8.627985158524552
T100131,2024-07-21 14:37:56,40.553514590458036,-73.5369387887495,40.52815912651746,-73.60796774183645,6.631281780610196,fog,19.866548065718842,0.06847080720778778,low,4,12.564998524277406
T100132,2024-02-03 03:32:02,41.064007072332174,-73.75981047114655,40.995813045009875,-73.79108096682342,8.023687792721214,cloudy,26.371190000854533,0.015167907793287503,medium,4,24.27582662606089
T100133,2024-07-23 16:03:58,40.483171603124454,-74.38200348733722,40.520284371505845,-74.40683792517406,4.6302430490570945,clear,17.83419212316043,0.16027144555091022,high,1,16.09644137683391
T100134,2024-10-17 22:29:57,40.61337008754086,-73.60996139773236,40.5540780645416,-73.61915634514459,6.6385405939335875,rain,31.260047059438058,1.5675358289486754,low,1,14.77915683327844
T100135,2024-04-21 05:53:33,40.730034083413436,-73.66132087111944,40.71230007935402,-73.69067054672293,3.1632700804581213,storm,23.273387456501766,4.166784113947256,low,1,11.735851296476591
T100136,2024-08-08 15:19:15,40.40031466825198,-74.31097755604276,40.41498975448324,-74.39878694170206,7.611750622621773,clear,19.183929137125382,0.043184398322186436,medium,2,19.877443921920356
T100137,2024-01-12 06:42:12,41.04466723123301,-73.56565712351528,41.04100206019567,-73.57253234316634,0.7060839775093312,clear,5.35207339660154,0.009341795976410099,low,1,2.0
T100138,2024-05-07 04:25:37,40.469369013532074,-73.78590095552477,40.43815479103992,-73.714284433282,6.983225918217398,cloudy,15.517477301501394,0.12354865549009363,high,1,24.440318298981857
T100139,2024-06-08 20:07:05,40.87772942048032,-73.71718266091706,40.82804331955779,-73.74985630508625,6.170560801866814,clear,26.706780305410263,0.0053696764466587684,high,2,22.913697959184603
T100140,2024-12-25 16:21:27,40.840205834013744,-74.04086033583239,40.80220173337367,-74.10303992559193,6.725635921290508,cloudy,2.8350713826325418,0.010934571222185205,low,2,13.491911180722369
T100141,2024-03-19 12:54:29,40.966344698573316,-74.29931630890333,40.912472706906456,-74.2280862438475,8.466474799286384,storm,13.30647042403262,1.7471967757649582,medium,3,32.06330702345921
T100142,2024-04-11 05:11:45,40.855971411393504,-73.70089478546123,40.84964700640643,-73.60484802269693,8.10875756608091,storm,-5.288880101436995,0.40755616304646,high,4,39.37102473832553
T100143,2024-05-29 12:30:31,40.938571192051185,-74.02255725522535,40.91130282757293,-74.04294449904727,3.4824532707713503,clear,2.2191571823774083,0.02618056595089,high,3,13.399137355469897
T100144,2024-12-29 07:33:29,40.69487402615197,-73.5325696539133,40.625936148250055,-73.52068587426132,7.730805648206043,cloudy,22.307246305354163,0.10172212777767192,high,1,27.10403323888566
T100145,2024-11-08 08:16:42,40.742093146186136,-74.34666548092164,40.727632239478936,-74.33562854868191,1.857518503501561,clear,9.950284749530725,0.014723526658709046,high,4,5.926044251693535
T100146,2024-01-13 16:44:32,40.89116347151509,-74.14459648607381,40.85900253585919,-74.1001569091102,5.171999737150289,clear,22.63502932992984,0.055862705987084704,low,1,14.677828798710738
T100147,2024-03-26 14:55:13,40.797898704738536,-73.76445295119868,40.81130402230269,-73.820303214991,4.931486224650956,clear,28.942305942233695,0.09911298571436178,medium,2,10.60507971227814
T100148,2024-10-27 17:34:28,40.758076985186705,-73.92771838349472,40.77618266548113,-73.92921177872407,2.017184275752005,storm,17.84384864113086,1.4886223123797235,high,1,10.246331951175092
T100149,2024-01-22 08:07:49,40.54389088423818,-74.06672492625884,40.610989213974726,-74.12122427357292,8.766525019236099,clear,19.87774246627856,0.08383023701757825,medium,3,24.102774326360137
